id	organization	documents	citations	total link strength
3843	"department of electrical, gifu university, gifu, japan"	11	155	14
3844	"department of electrical, nagaoka university of technology, nagaoka, japan"	6	38	20
3876	"department of emergency and critical care medicine, hanoi medical university, hanoi, viet nam"	6	37	19
3899	"department of emergency medicine, national taiwan university hospital, taipei, taiwan"	5	40	13
3903	"department of emergency medicine, seoul national university college of medicine, seoul, south korea"	5	40	13
3934	"department of endoscopy, cho ray hospital, ho chi minh city, viet nam"	19	436	67
3939	"department of endoscopy, hiroshima university hospital, hiroshima, japan"	7	74	16
3944	"department of endoscopy, university medical center, ho chi minh city, viet nam"	6	142	9
3950	"department of energy and environmental science, nagaoka university of technology, nagaoka, japan"	6	145	16
3975	"department of engineering mechanics, hohai university, nanjing, china"	52	2691	163
3976	"department of engineering mechanics, nha trang university, nha trang, viet nam"	6	101	6
3977	"department of engineering mechanics, viet nam national university ho chi minh city, ho chi minh city, viet nam"	5	248	18
3985	"department of engineering science, the university of electro-communications, chofu, japan"	6	67	14
4018	"department of entomology, national chung hsing university, taichung, taiwan"	5	37	4
4028	"department of entomology, vietnam national university of agriculture, hanoi, viet nam"	9	62	8
4029	"department of environment and energy systems, shizuoka university, shizuoka, japan"	10	124	14
4036	"department of environment conservation, ehime university, matsuyama, japan"	9	340	17
4053	"department of environmental and preventive medicine, kanazawa university, kanazawa, japan"	5	103	27
4054	"department of environmental and preventive medicine, oita university faculty of medicine, yufu, japan"	27	771	94
4068	"department of environmental energy engineering, kyonggi university, suwon, south korea"	5	175	20
4076	"department of environmental engineering, can tho university, can tho, viet nam"	9	143	24
4079	"department of environmental engineering, daegu university, gyeongsan, south korea"	11	878	30
4083	"department of environmental engineering, hanoi university of civil engineering, hanoi, viet nam"	6	51	12
4090	"department of environmental engineering, kyoto university, kyoto, japan"	10	442	27
4111	"department of environmental health sciences, kochi medical school, nankoku, japan"	8	244	16
4126	"department of environmental health, university of medicine and pharmacy at hcmc, ho chi minh city, viet nam"	12	347	41
4139	"department of environmental medicine, kochi medical school, nankoku, japan"	6	33	29
4161	"department of environmental sciences, ateneo de manila university, quezon city, philippines"	6	127	51
4162	"department of environmental sciences, can tho university, can tho, viet nam"	15	98	21
4169	"department of environmental sciences, hue university, hue, viet nam"	6	66	8
4174	"department of environmental sciences, okayama university, okayama, japan"	10	252	14
4180	"department of environmental sciences, shinshu university, matsumoto, japan"	8	416	25
4196	"department of environmental technology and management, hanoi university of civil engineering, hanoi, viet nam"	12	274	16
4199	"department of environmental technology, vietnam national university, hanoi, hanoi, viet nam"	5	31	7
4210	"department of epidemiology and prevention, national center for global health and medicine, tokyo, japan"	22	442	70
4212	"department of epidemiology and preventive medicine, kagoshima university graduate school of medical and dental sciences, kagoshima, japan"	7	136	13
4213	"department of epidemiology and public health, kanazawa medical university, kahoku, japan"	31	541	101
4219	"department of epidemiology, haiphong university, haiphong, viet nam"	5	18	34
4220	"department of epidemiology, hanoi medical university, hanoi, viet nam"	6	88	20
4236	"department of epidemiology, thai nguyen university, thai nguyen, viet nam"	7	347	15
4270	"department of finance, asia university, taichung, taiwan"	8	124	38
4301	"department of food and nutrition, japan women's university, tokyo, japan"	15	527	28
4305	"department of food and post-harvest technology, hanoi university of science and technology, hanoi, viet nam"	11	706	18
4318	"department of food science and biotechnology, dongguk university, seoul, seoul, south korea"	5	582	13
4326	"department of food science and nutrition, ochanomizu university, tokyo, japan"	6	133	10
4339	"department of food science, yamagata university, yamagata, japan"	5	51	12
4341	"department of food technology, bina nusantara university, jakarta, indonesia"	7	94	16
4342	"department of food technology, can tho university, can tho, viet nam"	10	44	19
4343	"department of food technology, ho chi minh city university of technology - hcmut, ho chi minh city, viet nam"	7	24	22
4346	"department of food technology, tien giang university, my tho city, viet nam"	10	134	21
4354	"department of forest biology, kasetsart university, bangkok, thailand"	8	210	46
4377	"department of forest vegetation, forestry and forest products research institute, tsukuba, japan"	11	245	29
4386	"department of functional chemistry, kyoto institute of technology, kyoto, japan"	14	61	20
4387	"department of functional diagnosis, vietnam military medical university, hanoi, viet nam"	6	21	20
4436	"department of gastroenterology, children's hospital no. 1, ho chi minh city, viet nam"	7	148	17
4440	"department of gastroenterology, gia dinh people's hospital, ho chi minh city, viet nam"	6	95	15
4441	"department of gastroenterology, graduate school of medicine, chiba, japan"	5	9	17
4453	"department of gastroenterology, oita university faculty of medicine, yufu, japan"	8	240	41
4472	"department of gastrointestinal endoscopy, nippon medical school, tokyo, japan"	5	199	22
4484	"department of general medicine, tan tock seng hospital, singapore city, singapore"	6	209	54
4490	"department of general surgery, university of medicine and pharmacy at hcmc, ho chi minh city, viet nam"	6	17	11
4492	"department of genetic engineering, agricultural genetics institute, hanoi, viet nam"	5	34	13
4493	"department of genetic engineering, institute of agricultural genetics, hanoi, viet nam"	5	61	13
4521	"department of genomics and cytogenetics, vietnam military medical university, hanoi, viet nam"	6	127	21
4554	"department of geography, tokyo metropolitan university, hachioji, japan"	13	519	27
4576	"department of geology and paleontology, national museum of nature and science, tokyo, japan"	6	155	16
4579	"department of geology, hanoi university of mining and geology, hanoi, viet nam"	7	216	8
4587	"department of geology, university of leicester, leicester, united kingdom"	5	199	13
4594	"department of geomorphology, university of kurdistan, sanandaj, iran"	5	1012	28
4604	"department of geosciences, national taiwan university, taipei, taiwan"	5	508	7
4606	"department of geosciences, shizuoka university, shizuoka, japan"	5	84	10
4608	"department of geosciences, university of sciences, hue university, hue, viet nam"	9	614	15
4628	"department of global agricultural sciences, graduate school of agricultural and life sciences the university of tokyo, tokyo, japan"	6	40	10
4636	"department of global health entrepreneurship, institute of science tokyo, tokyo, japan"	8	82	22
4644	"department of global health, nagasaki university, nagasaki, japan"	6	40	24
4708	"department of healthcare administration, nagoya university graduate school of medicine, nagoya, japan"	6	63	1
4750	"department of hepatology, osaka metropolitan university graduate school of medicine, osaka, japan"	7	104	13
4754	"department of higher plants, lomonosov moscow state university, moscow, russian federation"	8	48	31
4782	"department of horticulture, vietnam national university of agriculture, hanoi, viet nam"	5	71	7
4799	"department of human genetics, graduate school of medicine, tokyo, japan"	8	374	28
4810	"department of human pathology, kanazawa university graduate school of medical sciences, kanazawa, japan"	6	17	12
4818	"department of hydraulic engineering, can tho university, can tho, viet nam"	8	145	27
4824	"department of hydrogen energy systems, kyushu university, fukuoka, japan"	7	140	11
4835	"department of hygiene and molecular epidemiology, nagasaki university, nagasaki, japan"	8	141	17
4840	"department of hygiene and public health, tokyo metropolitan university, hachioji, japan"	5	104	15
4850	"department of hypertension, shanghai jiao tong university school of medicine, shanghai, china"	5	193	51
4856	"department of immunogenetics, graduate school of biomedical sciences, nagasaki, japan"	6	156	31
4857	"department of immunogenetics, nagasaki university, nagasaki, japan"	56	1904	318
4876	"department of immunology, graduate school of medicine, tokyo, japan"	6	143	13
4887	"department of immunology, vietnamese academy of science and technology institute of biotechnology, hanoi, viet nam"	10	554	17
4905	"department of infection and immunity, jichi medical university, kawachi district, japan"	6	80	4
4920	"department of infectious disease epidemiology, london school of hygiene & tropical medicine, london, united kingdom"	14	325	51
4929	"department of infectious diseases, bach mai hospital, hanoi, viet nam"	12	212	75
4935	"department of infectious diseases, hanoi medical university, hanoi, viet nam"	5	63	8
4943	"department of infectious diseases, nagasaki university, nagasaki, japan"	35	458	129
4945	"department of infectious diseases, national center for global health and medicine, tokyo, japan"	12	443	45
4956	"department of infectious diseases, tan tock seng hospital, singapore city, singapore"	9	163	155
4960	"department of infectious diseases, university of medicine and pharmacy at hcmc, ho chi minh city, viet nam"	10	86	49
4961	"department of infectious diseases, university of miyazaki faculty of medicine, miyazaki, japan"	13	229	38
4962	"department of infectious diseases, university of miyazaki, miyazaki, japan"	5	60	16
4973	"department of informatics, the graduate university for advanced studies, hayama, japan"	5	669	9
5003	"department of information technology and applied mathematics, ton-duc-thang university, ho chi minh city, viet nam"	6	114	7
5031	"department of intelligent mechanical engineering, fukuoka institute of technology, fukuoka, japan"	6	83	15
5032	"department of intelligent mechanical systems, tokyo metropolitan university, hachioji, japan"	5	104	15
5045	"department of internal medicine, aichi medical university school of medicine, nagakute, japan"	5	122	13
5075	"department of internal medicine, hanoi medical university, hanoi, viet nam"	9	61	45
5108	"department of internal medicine, nagasaki university, nagasaki, japan"	5	114	16
5113	"department of internal medicine, national taiwan university hospital, taipei, taiwan"	8	1594	38
5146	"department of internal medicine, universitas indonesia, rsupn dr. cipto mangunkusumo, central jakarta, indonesia"	9	144	35
5152	"department of internal medicine, university of fukui school of medical sciences, eiheiji, japan"	9	37	81
5156	"department of internal medicine, university of medicine and pharmacy at hcmc, ho chi minh city, viet nam"	33	356	85
5169	"department of internal medicine, yonsei university college of medicine, seoul, south korea"	30	414	544
5172	"department of international affairs and tropical medicine, tokyo women's medical university, tokyo, japan"	7	91	36
5175	"department of international development engineering, institute of science tokyo, tokyo, japan"	7	177	6
5176	"department of international environmental and agricultural science, tokyo university of agriculture and technology, fuchu, japan"	6	167	11
5178	"department of international health and medical anthropology, nagasaki university, nagasaki, japan"	7	33	21
5184	"department of international medical cooperation, national center for global health and medicine, tokyo, japan"	5	157	4
5232	"department of land resources, can tho university, can tho, viet nam"	6	181	16
5240	"department of legal medicine, shimane university faculty of medicine, izumo, japan"	9	297	28
5249	"department of life and health sciences, hyogo university of teacher education, kato, japan"	9	590	16
5254	"department of life science, hanoi university of science and technology, hanoi, viet nam"	5	29	14
5275	"department of life science, tunghai university, taichung, taiwan"	8	94	27
5282	"department of liver tumor, cho ray hospital, ho chi minh city, viet nam"	5	8	28
5291	"department of machinery and control systems, shibaura institute of technology, tokyo, japan"	10	114	9
5293	"department of macromolecular science and engineering, kyoto institute of technology, kyoto, japan"	7	42	8
5330	"department of marine sciences and convergent technology, hanyang university erica campus, ansan, south korea"	10	1166	54
5331	"department of marine sciences, chulalongkorn university, bangkok, thailand"	7	361	37
5343	"department of material and life chemistry, kanagawa university, yokohama, japan"	7	62	21
5347	"department of materials and life sciences, sophia university, tokyo, japan"	5	59	1
5359	"department of materials science and engineering, chonnam national university, gwangju, south korea"	6	61	13
5360	"department of materials science and engineering, chungnam national university, daejeon, south korea"	5	147	17
5362	"department of materials science and engineering, feng chia university, taichung, taiwan"	5	63	8
5365	"department of materials science and engineering, institute of science tokyo, tokyo, japan"	22	413	31
5373	"department of materials science and engineering, nagoya institute of technology, nagoya, japan"	20	923	65
5377	"department of materials science and engineering, national tsing hua university, hsinchu, taiwan"	9	402	26
5378	"department of materials science and engineering, national yang ming chiao tung university, hsinchu, taiwan"	8	157	23
5388	"department of materials science and technology, nagaoka university of technology, nagaoka, japan"	35	321	53
5390	"department of materials science, kyushu institute of technology, kitakyushu, japan"	10	364	11
5397	"department of materials science, university of tsukuba, tsukuba, japan"	12	538	41
5422	"department of mathematical sciences, osaka metropolitan university, osaka, japan"	7	40	13
5423	"department of mathematical sciences, ritsumeikan university biwako-kusatsu campus, kusatsu, japan"	9	115	9
5476	"department of mathematics, meiji university, tokyo, japan"	21	205	21
5498	"department of mathematics, thai nguyen university of education, thai nguyen, viet nam"	5	39	11
5499	"department of mathematics, the university of electro-communications, chofu, japan"	9	267	7
5503	"department of mathematics, trường đại học sư phạm hà nội, hanoi, viet nam"	7	27	5
5511	"department of mathematics, vietnam national university, hanoi, hanoi, viet nam"	10	228	7
5522	"department of mechanical and control engineering, institute of science tokyo, tokyo, japan"	6	569	18
5523	"department of mechanical and environmental informatics, institute of science tokyo, tokyo, japan"	6	611	14
5530	"department of mechanical engineering and science, kyoto university, kyoto, japan"	17	307	30
5537	"department of mechanical engineering, can tho university, can tho, viet nam"	6	66	15
5554	"department of mechanical engineering, kyushu university, fukuoka, japan"	5	20	15
5557	"department of mechanical engineering, nagaoka university of technology, nagaoka, japan"	26	323	34
5569	"department of mechanical engineering, shiraz university, shiraz, iran"	5	346	12
5574	"department of mechanical engineering, the university of osaka, suita, japan"	25	121	41
5575	"department of mechanical engineering, the university of sheffield, sheffield, united kingdom"	5	282	14
5579	"department of mechanical engineering, tokyo university of science, tokyo, japan"	6	612	6
5585	"department of mechanical engineering, universiti malaya, kuala lumpur, malaysia"	7	218	6
5592	"department of mechanical systems engineering, doshisha university, kyoto, japan"	6	221	1
5610	"department of mechanics, le quy don technical university, hanoi, viet nam"	8	896	28
5613	"department of mechatronics, hanoi university of science and technology, hanoi, viet nam"	8	208	12
5622	"department of medical entomology and zoology, national institute of hygiene and epidemiology hanoi, hanoi, viet nam"	8	219	21
5626	"department of medical entomology, national institute of infectious diseases, tokyo, japan"	8	223	18
5629	"department of medical genetics, metabolism and endocrinology, vietnam national children's hospital, hanoi, viet nam"	5	216	7
5660	"department of medical microbiology, vietnam military medical university, hanoi, viet nam"	5	16	21
5663	"department of medical oncology and hematology, princess margaret cancer centre, toronto, canada"	5	2092	46
5668	"department of medical oncology, hospital de la santa creu i sant pau, barcelona, spain"	5	2092	46
5690	"department of medical sciences, sunway university, sunway city, malaysia"	6	209	54
5701	"department of medical statistics, university of medicine and pharmacy at hcmc, ho chi minh city, viet nam"	8	143	33
5716	"department of medicine and therapeutics, chinese university of hong kong, hong kong, hong kong"	7	117	13
5744	"department of medicine, jichi medical university, kawachi district, japan"	7	220	56
5753	"department of medicine, medical center manila, manila, philippines"	5	193	51
5758	"department of medicine, national university hospital, singapore city, singapore"	6	259	15
5759	"department of medicine, national yang-ming university taiwan, taipei, taiwan"	5	217	43
5778	"department of medicine, siriraj hospital, bangkok, thailand"	11	404	54
5787	"department of medicine, thammasat university hospital, pathum thani, thailand"	7	181	24
5792	"department of medicine, the university of hong kong, hong kong, hong kong"	9	252	24
5798	"department of medicine, universiti malaya, kuala lumpur, malaysia"	11	193	58
5801	"department of medicine, university of medicine and pharmacy at hcmc, ho chi minh city, viet nam"	5	88	21
5808	"department of medicine-gastroenterology, baylor college of medicine, houston, united states"	9	353	26
5811	"department of mental health, graduate school of medicine, tokyo, japan"	6	175	27
5822	"department of meteorology and climate change, vietnam national university, hanoi, hanoi, viet nam"	8	475	35
5831	"department of microbiology & immunology, melbourne, australia"	5	98	19
5848	"department of microbiology and immunology, nha trang pasteur institute, khanh hoa province, viet nam"	5	19	20
5850	"department of microbiology and immunology, pasteur institute in ho chi minh city, ho chi minh city, viet nam"	17	267	79
5857	"department of microbiology and immunology, the university of tokyo, tokyo, japan"	35	2649	158
5864	"department of microbiology and infectious diseases, graduate school of medicine, kobe, japan"	8	448	40
5884	"department of microbiology, faculty of medicine, chiang mai university, chiang mai, thailand"	8	228	23
5885	"department of microbiology, faculty of medicine, chulalongkorn university, bangkok, thailand"	5	52	22
5891	"department of microbiology, graduate school of medicine, sapporo, japan"	8	283	21
5893	"department of microbiology, hanoi lung hospital, hanoi, viet nam"	8	121	63
5894	"department of microbiology, hanoi medical university, hanoi, viet nam"	8	148	23
5898	"department of microbiology, juntendo university school of medicine, tokyo, japan"	5	101	13
5901	"department of microbiology, kanagawa prefectural institute of public health, chigasaki, japan"	8	34	38
5918	"department of microbiology, national lung hospital, hanoi, viet nam"	7	119	54
5925	"department of microbiology, osaka institute of public health, osaka, japan"	11	111	36
5941	"department of microbiology, university medicine and pharmacy, hue university, hue, viet nam"	5	104	15
5947	"department of microbiology, university of science, viet nam national university ho chi minh city, ho chi minh city, viet nam"	6	398	24
5950	"department of microbiology, vietnam military medical university, hanoi, viet nam"	5	59	15
5975	"department of molecular and environmental biotechnology, university of science, viet nam national university ho chi minh city, ho chi minh city, viet nam"	12	185	18
5976	"department of molecular and material sciences, interdisciplinary graduate school of engineering sciences, kasuga, japan"	7	347	24
5977	"department of molecular and material sciences, kyushu university, fukuoka, japan"	10	407	38
5978	"department of molecular and medical pharmacology, university of toyama, faculty of medicine, toyama, japan"	5	30	10
5987	"department of molecular biology, 108 military central hospital, hanoi, viet nam"	5	101	19
6004	"department of molecular craniofacial embryology, institute of science tokyo, tokyo, japan"	9	139	42
6027	"department of molecular pathology, oita university faculty of medicine, yufu, japan"	13	354	54
6038	"department of musculoskeletal functional research and regeneration, hiroshima university graduate school of biomedical and health sciences, hiroshima, japan"	6	27	8
6042	"department of mycobacterium reference and research, the research institute of tuberculosis, japan anti-tuberculosis association, kiyose, japan"	8	231	48
6047	"department of nanomechanics, tohoku university, sendai, japan"	5	31	5
6050	"department of nanotechnology for sustainable energy, kwansei gakuin university, nishinomiya, japan"	18	281	45
6054	"department of natural history sciences, hokkaido university, sapporo, japan"	5	46	12
6072	"department of nature conservation, vietnam academy of science and technology, hanoi, viet nam"	8	129	25
6165	"department of non-communicable disease control and nutrition, nha trang pasteur institute, khanh hoa province, viet nam"	11	46	39
6179	"department of nuclear physics, university of science, viet nam national university ho chi minh city, ho chi minh city, viet nam"	7	66	37
6182	"department of nuclear system safety engineering, nagaoka university of technology, nagaoka, japan"	5	41	13
6183	"department of nuclear technology, nagaoka university of technology, nagaoka, japan"	6	28	16
6188	"department of nursing, komatsu university, komatsu, japan"	19	86	157
6212	"department of nutrition, tokushima university faculty of medicine, tokushima, japan"	8	186	14
6250	"department of obstetrics and gynecology, university of medicine and pharmacy at hcmc, ho chi minh city, viet nam"	9	99	26
6264	"department of occupational and environmental health, nagoya university graduate school of medicine, nagoya, japan"	5	131	9
6273	"department of occupational health and safety, hanoi school of public health, hanoi, viet nam"	5	97	27
6277	"department of occupational health, hanoi medical university, hanoi, viet nam"	12	100	40
6314	"department of ophthalmology, juntendo university school of medicine, tokyo, japan"	5	133	5
6324	"department of optical communications, posts and telecommunications institute of technology vietnam, hanoi, viet nam"	5	98	2
6349	"department of oral health promotion, graduate school of medical and dental sciences, tokyo, japan"	7	131	2
6389	"department of orthopaedic surgery, university of toyama, faculty of medicine, toyama, japan"	8	43	13
6390	"department of orthopaedic surgery, vietnam military medical university, hanoi, viet nam"	6	29	10
6394	"department of osteoimmunology, graduate school of medicine, tokyo, japan"	5	132	12
6402	"department of otolaryngology-head and neck surgery, university of occupational and environmental health school of medicine, kitakyushu, japan"	7	52	3
6406	"department of otorhinolaryngology, hanoi medical university, hanoi, viet nam"	5	48	6
6423	"department of paediatric infectious diseases, nagasaki university, nagasaki, japan"	7	63	30
6458	"department of parasitology, central vietnam veterinary institute, nha trang, viet nam"	9	181	11
6474	"department of parasitology, national institute of infectious diseases, tokyo, japan"	6	66	15
6489	"department of parasitology, vietnam national university of agriculture, hanoi, viet nam"	10	77	28
6490	"department of parasitology, vietnamese academy of science and technology institute of ecology and biological resources, hanoi, viet nam"	17	302	26
6492	"department of pathobiological sciences, university of wisconsin school of veterinary medicine, madison, united states"	28	1738	115
6493	"department of pathobiological sciences, university of wisconsin-madison, madison, united states"	11	927	55
6503	"department of pathology and microbiology, nihon university school of medicine, tokyo, japan"	8	103	24
6509	"department of pathology and thyroid disease center, izumi city general hospital, izumi, japan"	5	109	11
6524	"department of pathology, cho ray hospital, ho chi minh city, viet nam"	8	248	14
6525	"department of pathology, chulalongkorn university, bangkok, thailand"	5	190	6
6558	"department of pathology, national institute of infectious diseases, tokyo, japan"	29	1096	36
6569	"department of pathology, shiga university of medical science, otsu, japan"	10	164	38
6583	"department of pathology, university of medicine and pharmacy at hcmc, ho chi minh city, viet nam"	11	246	12
6589	"department of pathology, university of yamanashi, kofu, japan"	7	186	15
6595	"department of pathophysiology and host defense, the research institute of tuberculosis, japan anti-tuberculosis association, kiyose, japan"	15	200	100
6596	"department of pathophysiology, osaka metropolitan university graduate school of medicine, osaka, japan"	5	41	10
6597	"department of pathophysiology, vietnam military medical university, hanoi, viet nam"	6	164	7
6625	"department of pediatrics, gifu university, gifu, japan"	8	398	11
6626	"department of pediatrics, graduate school of biomedical sciences, nagasaki, japan"	5	23	21
6628	"department of pediatrics, graduate school of medicine, kobe, japan"	6	122	4
6632	"department of pediatrics, hanoi medical university, hanoi, viet nam"	12	321	31
6652	"department of pediatrics, nagasaki university hospital, nagasaki, japan"	10	171	42
6690	"department of pediatrics, university of medicine and pharmacy at hcmc, ho chi minh city, viet nam"	18	534	54
6728	"department of pharmacognosy, nagasaki international university, sasebo, japan"	5	49	3
6735	"department of pharmacology and biochemistry, national institute of medicinal materials, hanoi, viet nam"	6	37	10
6746	"department of pharmacology, bangladesh agricultural university, mymensingh, bangladesh"	5	18	10
6747	"department of pharmacology, chung-ang university, seoul, south korea"	5	150	4
6751	"department of pharmacology, hanoi medical university, hanoi, viet nam"	5	78	9
6798	"department of physical chemistry, hanoi university of science and technology, hanoi, viet nam"	5	124	7
6808	"department of physical sciences, osaka metropolitan university, osaka, japan"	6	48	25
6828	"department of physics and astronomy, kagoshima university, kagoshima, japan"	11	299	193
6832	"department of physics and astronomy, mcmaster university, hamilton, canada"	5	108	47
6833	"department of physics and astronomy, michigan state university, east lansing, united states"	7	356	49
6836	"department of physics and astronomy, seoul national university, seoul, south korea"	18	423	245
6854	"department of physics and electronic engineering, university of science, viet nam national university ho chi minh city, ho chi minh city, viet nam"	6	91	11
6856	"department of physics and electronics, osaka metropolitan university, osaka, japan"	6	32	16
6863	"department of physics and nanotechnology, srm institute of science and technology, kattankulathur, india"	12	43	57
6868	"department of physics, ateneo de manila university, quezon city, philippines"	6	362	31
6869	"department of physics, bankura university, purandarpur, india"	5	16	25
6870	"department of physics, barasat government college, kolkata, india"	7	84	34
6873	"department of physics, can tho university, can tho, viet nam"	9	173	24
6875	"department of physics, chung-ang university, seoul, south korea"	9	182	82
6877	"department of physics, chuo university, hachioji, japan"	8	221	13
6884	"department of physics, ewha womans university, seoul, south korea"	10	192	77
6890	"department of physics, hanoi university of education, hanoi, viet nam"	6	229	10
6891	"department of physics, hanoi university, hanoi, viet nam"	11	337	19
6894	"department of physics, ho chi minh city university of education, ho chi minh city, viet nam"	37	1027	119
6899	"department of physics, institute of science tokyo, tokyo, japan"	5	67	20
6900	"department of physics, international university - vietnam national university hcm city, ho chi minh city, viet nam"	6	65	28
6902	"department of physics, istanbul üniversitesi, istanbul, turkey"	5	306	34
6910	"department of physics, korea advanced institute of science and technology, daejeon, south korea"	11	72	32
6911	"department of physics, korea university, seoul, south korea"	9	74	92
6914	"department of physics, kyoto university, kyoto, japan"	25	588	226
6916	"department of physics, kyushu university, fukuoka, japan"	22	443	121
6927	"department of physics, national tsing hua university, hsinchu, taiwan"	18	399	214
6939	"department of physics, pusan national university, busan, south korea"	7	146	42
6941	"department of physics, quy nhon university, quy nhon, viet nam"	5	44	5
6942	"department of physics, raniganj girls' college, burdwan, india"	5	105	21
6943	"department of physics, rikkyo university, tokyo, japan"	9	274	130
6951	"department of physics, sungkyunkwan university, seoul, south korea"	19	185	135
6959	"department of physics, the university of hong kong, hong kong, hong kong"	17	472	260
6960	"department of physics, the university of osaka, suita, japan"	31	709	159
6961	"department of physics, the university of tokyo, tokyo, japan"	30	632	337
6962	"department of physics, tohoku university, sendai, japan"	29	713	256
6969	"department of physics, universitetet i oslo, oslo, norway"	7	226	121
6983	"department of physics, university of south florida, tampa, tampa, united states"	5	57	15
6984	"department of physics, university of surrey, guildford, united kingdom"	12	324	186
6995	"department of physics, viet nam national university ho chi minh city, ho chi minh city, viet nam"	6	105	4
7012	"department of physiology, hanoi medical university, hanoi, viet nam"	6	118	4
7022	"department of physiology, vietnam military medical university, hanoi, viet nam"	10	116	22
7034	"department of plant and soil science, texas tech university, lubbock, united states"	11	153	75
7041	"department of plant biotechnology, vietnam national university of agriculture, hanoi, viet nam"	8	54	13
7043	"department of plant cell technology, vietnamese academy of science and technology institute of tropical biology, dalat, viet nam"	5	238	0
7060	"department of plant protection, can tho university, can tho, viet nam"	11	131	14
7072	"department of plant protection, university of agriculture and forestry, hue university, hue, viet nam"	5	43	4
7076	"department of plant resources, kyushu university, fukuoka, japan"	20	137	11
7084	"department of plastic and aesthetic surgery, pham ngoc thach university of medicine, ho chi minh city, viet nam"	5	76	3
7105	"department of population and quantitative health sciences, university of massachusetts chan medical school, worcester, united states"	11	154	41
7118	"department of precision engineering, the university of osaka, suita, japan"	20	302	54
7119	"department of precision science and technology and applied physics, the university of osaka, suita, japan"	8	90	16
7124	"department of preventive dentistry and dental public health, aichi gakuin university, nisshin, japan"	7	170	7
7129	"department of preventive environment and nutrition, tokushima university, tokushima, japan"	10	155	11
7131	"department of preventive medicine and community health, university of occupational and environmental health school of medicine, kitakyushu, japan"	8	153	9
7154	"department of primary care medicine, universiti malaya, kuala lumpur, malaysia"	7	220	54
7170	"department of protozoology, nagasaki university, nagasaki, japan"	14	282	44
7221	"department of psychosomatic dentistry, graduate school of medical and dental sciences, tokyo, japan"	8	38	7
7222	"department of public health and applied nutrition, tokushima university, tokushima, japan"	7	110	12
7225	"department of public health and preventive medicine, universitas airlangga, surabaya, indonesia"	6	96	26
7236	"department of public health, fukushima medical university, fukushima, japan"	14	226	23
7242	"department of public health, international university of health and welfare, otawara, japan"	14	89	41
7246	"department of public health, kanazawa medical university, kahoku, japan"	26	526	96
7247	"department of public health, kanazawa university graduate school of medical sciences, kanazawa, japan"	5	19	45
7248	"department of public health, kanazawa university school of medicine, kanazawa, japan"	12	34	109
7249	"department of public health, kanazawa university, kanazawa, japan"	11	49	102
7251	"department of public health, kitasato university school of medicine, sagamihara, japan"	7	125	34
7260	"department of public health, okayama university of science, okayama, japan"	14	58	111
7262	"department of public health, shiga university of medical science, otsu, japan"	5	48	2
7266	"department of public health, tokyo women's medical university, tokyo, japan"	5	95	20
7275	"department of public health, yamagata university faculty of medicine, yamagata, japan"	5	121	8
7278	"department of pulmonary and critical care medicine, university of ulsan college of medicine, seoul, south korea"	6	485	9
7296	"department of quantum and radiation engineering, osaka metropolitan university, osaka, japan"	5	53	8
7301	"department of radiation biology and protection, nagasaki university, nagasaki, japan"	5	17	35
7315	"department of radiation oncology, graduate school of medicine, maebashi, japan"	7	125	27
7317	"department of radiation oncology, korea cancer center hospital, seoul, south korea"	5	86	21
7326	"department of radiation oncology, st. luke's medical center quezon city, quezon city, philippines"	8	110	30
7368	"department of radiology, national university of singapore, singapore city, singapore"	6	18	36
7374	"department of radiology, siriraj hospital, bangkok, thailand"	8	110	30
7400	"department of rangeland and watershed management, university of kurdistan, sanandaj, iran"	7	1375	37
7443	"department of research of preservation technology of agricultural products, vietnam institution of agricultural engineering and postharvest technology, hanoi, viet nam"	5	59	11
7462	"department of respiratory diseases, national center for global health and medicine, tokyo, japan"	15	654	57
7474	"department of respiratory medicine, national center for global health and medicine, tokyo, japan"	6	197	19
7482	"department of rheumatology and endocrinology, vietnam military medical university, hanoi, viet nam"	5	25	13
7487	"department of risk analysis and biodosimetry, hirosaki university, hirosaki, japan"	6	18	36
7496	"department of rural socio-economics, can tho university, can tho, viet nam"	7	96	7
7510	"department of science and technology, hanoi medical university, hanoi, viet nam"	5	338	6
7522	"department of science of technology innovation, nagaoka university of technology, nagaoka, japan"	37	525	109
7547	"department of social and behavioral sciences, harvard t.h. chan school of public health, boston, united states"	5	79	19
7580	"department of soil ecology, vietnamese academy of science and technology institute of ecology and biological resources, hanoi, viet nam"	5	29	11
7584	"department of soil sciences, can tho university, can tho, viet nam"	10	132	16
7590	"department of solid mechanics, vietnamese academy of science and technology institute of mechanics, hanoi, viet nam"	8	211	8
7595	"department of space and aeronautics, vietnam academy of science and technology, hanoi, viet nam"	6	354	19
7597	"department of space flight systems, jaxa institute of space and astronautical science, sagamihara, japan"	7	226	8
7603	"department of special pathogens, the university of tokyo, tokyo, japan"	5	206	23
7630	"department of surface mining, hanoi university of mining and geology, hanoi, viet nam"	7	609	35
7640	"department of surgery, graduate school of medicine, kyoto, japan"	10	49	43
7642	"department of surgery, hanoi medical university, hanoi, viet nam"	11	126	33
7646	"department of surgery, hino memorial hospital, shiga, japan"	5	9	4
7661	"department of surgery, rajavithi hospital, bangkok, thailand"	5	125	12
7662	"department of surgery, shiga university of medical science, otsu, japan"	8	17	10
